Device,Completed,Start,End,PG0Dis,PG0Shown,PG0Submit,PG1PsnUse,PG1WdAuth,PG1Trn,PG1Other,PG1Submit,PG2Resp,PG2Submit,PG2Resp,PG3Submit,PG4Dtr0_6,PG4Psv7_8,PG4Prm9_10,PG4AllResp,PG4Submit,PG5_1RRPQ,PG5_1Order,PG5_1Time,PG5_2BNUI,PG5_2Order,PG5_2Time,PG5_3HDS,PG5_3Order,PG5_3Time,PG5_4VGP,PG5_4Order,PG5_4Time,PG5_5PHR,PG5_5Order,PG5_5Time,PG5_6SSYOP,PG5_6Order,PG5_6Time,PG5_7NDYP,PG5_7Order,PG5_7Time,PG5_8CP,PG5_8Order,PG5_8Time,PG5_9FRP,PG5_9Order,PG5_9Time,PG5_10RPA,PG5_10Order,PG5_10Time,PG5_11NSG,PG5_11Order,PG5_11Time,PG5_12NWG,PG5_12Order,PG5_12Time,PG5_13NFG,PG5_13Order,PG5_13Time,PG5Submit,PG6Resp,PG6Submit,PG7R,PG7C/C++,PG7Java,PG7Python,PG7Javascript,PG7Go,PG7C#,PG7Other,PG7Submit,PG8Resp,PG8Submit,PG9Resp,PG9Submit,PG10Resp,PG10Submit,PG11Resp,PG11Submit,PG12Resp,PG12Submit
Phone,TRUE,2018-10-11 13:16:25,2018-10-11 13:18:58,,,2018-10-11 13:16:29,,,For a training / class that I took,,2018-10-11 13:16:49,Not sure,2018-10-11 13:16:56,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:17:09,5,,,5,2018-10-11 13:17:18,Not a Priority,1,2018-10-11 13:17:42,Not a Priority,7,2018-10-11 13:17:54,High Priority,12,2018-10-11 13:18:06,Not a Priority,8,2018-10-11 13:17:56,Not a Priority,4,2018-10-11 13:17:49,Not a Priority,2,2018-10-11 13:17:45,Not a Priority,5,2018-10-11 13:17:51,Not a Priority,9,2018-10-11 13:17:58,Not a Priority,10,2018-10-11 13:18:00,Not a Priority,3,2018-10-11 13:17:47,Not a Priority,14,2018-10-11 13:18:11,Not a Priority,13,2018-10-11 13:18:08,Not a Priority,6,2018-10-11 13:17:52,2018-10-11 13:18:11,Less than 2 years,2018-10-11 13:18:17,R,,,Python,,,,,2018-10-11 13:18:29,Data Scientist,2018-10-11 13:18:34,2 - 3,2018-10-11 13:18:45,Native,2018-10-11 13:18:50,Male,2018-10-11 13:18:53,25 - 34,2018-10-11 13:18:57
PC,TRUE,2018-10-11 13:16:25,2018-10-11 13:21:31,,,2018-10-11 13:16:30,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:16:44,Not sure,2018-10-11 13:17:03,It fitted into my regular workflow,2018-10-11 13:17:47,,,9,9,2018-10-11 13:17:56,Low Priority,4,2018-10-11 13:18:34,Medium Priority,6,2018-10-11 13:18:42,Low Priority,13,2018-10-11 13:19:19,High Priority,9,2018-10-11 13:18:51,High Priority,8,2018-10-11 13:18:48,Not a Priority,10,2018-10-11 13:18:59,Not a Priority,12,2018-10-11 13:19:05,Medium Priority,11,2018-10-11 13:19:02,Essential,1,2018-10-11 13:18:21,Medium Priority,5,2018-10-11 13:18:36,Not a Priority,2,2018-10-11 13:18:26,Low Priority,7,2018-10-11 13:18:45,Not a Priority,3,2018-10-11 13:18:29,2018-10-11 13:19:18,2 - 5 years,2018-10-11 13:19:27,R,,,,,,,,2018-10-11 13:19:32,PhD student,2018-10-11 13:20:21,2 - 3,2018-10-11 13:20:21,Not native - full working proficiency,2018-10-11 13:20:37,Male,2018-10-11 13:20:49,25 - 34,2018-10-11 13:21:31
PC,FALSE,2018-10-11 13:16:28,,,,2018-10-11 13:16:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:16:32,2018-10-11 13:19:05,,,2018-10-11 13:16:38,For personal work and/or research use,,For a training / class that I took,,2018-10-11 13:16:51,Yes,2018-10-11 13:16:58,I saw a recommendation for the package,2018-10-11 13:17:09,,,10,10,2018-10-11 13:17:17,Essential,11,2018-10-11 13:18:15,High Priority,12,2018-10-11 13:18:18,Essential,6,2018-10-11 13:17:54,High Priority,3,2018-10-11 13:17:46,High Priority,13,2018-10-11 13:18:20,Medium Priority,4,2018-10-11 13:17:49,High Priority,7,2018-10-11 13:18:01,Essential,10,2018-10-11 13:18:08,Essential,5,2018-10-11 13:17:51,Medium Priority,2,2018-10-11 13:17:42,Medium Priority,9,2018-10-11 13:18:07,Not a Priority,8,2018-10-11 13:18:03,Low Priority,1,2018-10-11 13:17:39,2018-10-11 13:18:20,2 - 5 years,2018-10-11 13:18:26,R,,,Python,,,,,2018-10-11 13:18:33,Software Engineer,2018-10-11 13:18:39,4 - 6,2018-10-11 13:18:48,Not native - full working proficiency,2018-10-11 13:18:56,Male,2018-10-11 13:19:00,35 - 44,2018-10-11 13:19:04
PC,TRUE,2018-10-11 13:16:44,2018-10-11 13:20:15,,,2018-10-11 13:17:12,For personal work and/or research use,,,,2018-10-11 13:17:22,No,2018-10-11 13:17:27,"Quicker loading of large tabular files, smarter parsing of string vectors than read.table or readr::read_ ",2018-10-11 13:18:19,,,10,10,2018-10-11 13:18:24,Not a Priority,5,2018-10-11 13:19:04,Not a Priority,6,2018-10-11 13:19:06,Essential,11,2018-10-11 13:19:16,Not a Priority,10,2018-10-11 13:19:13,High Priority,2,2018-10-11 13:18:48,High Priority,1,2018-10-11 13:18:41,Not a Priority,3,2018-10-11 13:18:50,Essential,4,2018-10-11 13:19:01,Not a Priority,12,2018-10-11 13:19:18,Not a Priority,9,2018-10-11 13:19:12,Not a Priority,8,2018-10-11 13:19:10,Not a Priority,13,2018-10-11 13:19:20,Not a Priority,7,2018-10-11 13:19:08,2018-10-11 13:19:21,2 - 5 years,2018-10-11 13:19:28,R,,,,,,,,2018-10-11 13:19:32,Graduate student / social scientist,2018-10-11 13:19:52,4 - 6,2018-10-11 13:20:00,Native,2018-10-11 13:20:04,Male,2018-10-11 13:20:09,35 - 44,2018-10-11 13:20:14
PC,TRUE,2018-10-11 13:16:46,2018-10-11 13:21:13,,,2018-10-11 13:17:03,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:17:34,Not sure,2018-10-11 13:17:55,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:18:13,,8,,8,2018-10-11 13:18:26,Essential,3,2018-10-11 13:19:11,Not a Priority,17,2018-10-11 13:20:17,Essential,2,2018-10-11 13:19:05,Medium Priority,10,2018-10-11 13:19:45,Medium Priority,15,2018-10-11 13:20:11,High Priority,13,2018-10-11 13:20:00,Not a Priority,5,2018-10-11 13:19:28,Essential,1,2018-10-11 13:18:56,Medium Priority,14,2018-10-11 13:20:06,Medium Priority,4,2018-10-11 13:19:22,Medium Priority,8,2018-10-11 13:19:44,Not a Priority,6,2018-10-11 13:19:30,Medium Priority,12,2018-10-11 13:19:46,2018-10-11 13:20:18,Less than 2 years,2018-10-11 13:20:25,R,,,,,,,,2018-10-11 13:20:29,Master student in Biology,2018-10-11 13:20:44,1,2018-10-11 13:20:52,Not native - full working proficiency,2018-10-11 13:21:04,Male,2018-10-11 13:21:08,18 - 24,2018-10-11 13:21:12
Phone,TRUE,2018-10-11 13:16:48,2018-10-11 13:20:09,,,2018-10-11 13:16:52,,,,For teaching,2018-10-11 13:17:37,No,2018-10-11 13:17:49,Chose the package to be compatible with other packages in my project,2018-10-11 13:18:18,,,10,10,2018-10-11 13:18:23,Low Priority,12,2018-10-11 13:19:22,Not a Priority,3,2018-10-11 13:18:53,High Priority,13,2018-10-11 13:19:25,High Priority,7,2018-10-11 13:19:05,High Priority,1,2018-10-11 13:18:47,Not a Priority,6,2018-10-11 13:19:01,Not a Priority,5,2018-10-11 13:18:59,Medium Priority,11,2018-10-11 13:19:20,High Priority,2,2018-10-11 13:18:50,High Priority,4,2018-10-11 13:18:57,Medium Priority,9,2018-10-11 13:19:13,Low Priority,10,2018-10-11 13:19:16,Not a Priority,8,2018-10-11 13:19:11,2018-10-11 13:19:25,2 - 5 years,2018-10-11 13:19:34,R,,,,,,,,2018-10-11 13:19:39,Data Scientist,2018-10-11 13:19:43,11 - 15,2018-10-11 13:19:53,Native,2018-10-11 13:20:00,Male,2018-10-11 13:20:03,25 - 34,2018-10-11 13:20:07
PC,TRUE,2018-10-11 13:16:57,2018-10-11 13:19:30,,,2018-10-11 13:17:13,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:17:28,No,2018-10-11 13:17:34,data.table is very fast,2018-10-11 13:17:56,,,10,10,2018-10-11 13:18:02,Not a Priority,14,2018-10-11 13:18:56,Not a Priority,13,2018-10-11 13:18:55,High Priority,3,2018-10-11 13:18:30,Not a Priority,2,2018-10-11 13:18:28,Low Priority,8,2018-10-11 13:18:40,Medium Priority,1,2018-10-11 13:18:21,Low Priority,11,2018-10-11 13:18:50,Essential,10,2018-10-11 13:18:44,Medium Priority,9,2018-10-11 13:18:43,Not a Priority,5,2018-10-11 13:18:34,Not a Priority,6,2018-10-11 13:18:35,Not a Priority,12,2018-10-11 13:18:52,Not a Priority,4,2018-10-11 13:18:31,2018-10-11 13:18:58,9 - 12 years,2018-10-11 13:19:03,R,,,Python,Javascript,,,,2018-10-11 13:19:09,Data Scientist,2018-10-11 13:19:15,,2018-10-11 13:19:16,Native,2018-10-11 13:19:22,Male,2018-10-11 13:19:25,35 - 44,2018-10-11 13:19:29
PC,FALSE,2018-10-11 13:17:23,,,,2018-10-11 13:17:29,For personal work and/or research use,,,,2018-10-11 13:17:41,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 13:17:23,,,,2018-10-11 13:17:45,For personal work and/or research use,,,,2018-10-11 13:19:07,No,2018-10-11 13:19:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:17:31,2018-10-11 13:21:35,,,2018-10-11 13:17:33,For personal work and/or research use,,,,2018-10-11 13:18:11,Not sure,2018-10-11 13:18:47,I wanted to use the reshaping functionality of the tidyr package,2018-10-11 13:20:05,,,,,2018-10-11 13:20:07,,,,Medium Priority,5,2018-10-11 13:20:45,High Priority,3,2018-10-11 13:20:34,,,,Medium Priority,6,2018-10-11 13:20:51,,,,,,,Medium Priority,4,2018-10-11 13:20:40,High Priority,1,2018-10-11 13:20:26,High Priority,2,2018-10-11 13:20:30,,,,,,,,,,2018-10-11 13:20:55,2 - 5 years,2018-10-11 13:21:00,R,,,Python,,,,,2018-10-11 13:21:08,Graduate Student,2018-10-11 13:21:18,4 - 6,2018-10-11 13:21:24,Native,2018-10-11 13:21:27,Male,2018-10-11 13:21:31,25 - 34,2018-10-11 13:21:34
PC,TRUE,2018-10-11 13:17:55,2018-10-11 14:59:12,,,2018-10-11 13:18:05,For personal work and/or research use,,,,2018-10-11 13:18:22,No,2018-10-11 13:18:29,"The commit mentions tidy, but no tidyverse was used. I never use the tidyverse.",2018-10-11 13:19:06,0,,,0,2018-10-11 13:19:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11 13:19:20,13 - 19 years,2018-10-11 13:19:27,R,,,,,,,,2018-10-11 13:19:31,Data Scientist,2018-10-11 13:19:35,More than 25,2018-10-11 13:19:39,Not native - full working proficiency,2018-10-11 14:59:05,,2018-10-11 14:59:07,35 - 44,2018-10-11 14:59:11
Phone,FALSE,2018-10-11 13:18:19,,,,2018-10-11 13:18:30,For personal work and/or research use,,,,2018-10-11 13:18:49,No,2018-10-11 13:18:56,"I didn't choose to use the package, it was included implicitly / unintentionally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:19:33,2018-10-11 13:22:43,,,2018-10-11 13:19:55,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:20:09,No,2018-10-11 13:20:36,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:20:51,,,9,9,2018-10-11 13:20:59,High Priority,8,2018-10-11 13:21:33,Low Priority,3,2018-10-11 13:21:17,Low Priority,12,2018-10-11 13:21:42,Not a Priority,5,2018-10-11 13:21:23,Medium Priority,2,2018-10-11 13:21:13,Low Priority,11,2018-10-11 13:21:40,Not a Priority,10,2018-10-11 13:21:37,High Priority,13,2018-10-11 13:21:44,Medium Priority,6,2018-10-11 13:21:27,Not a Priority,7,2018-10-11 13:21:29,Not a Priority,9,2018-10-11 13:21:35,Not a Priority,1,2018-10-11 13:21:09,Not a Priority,4,2018-10-11 13:21:20,2018-10-11 13:21:46,6 - 8 years,2018-10-11 13:21:56,R,,,,,,,,2018-10-11 13:22:05,Data Scientist,2018-10-11 13:22:12,7 - 10,2018-10-11 13:22:20,Not native - sufficient working proficiency,2018-10-11 13:22:33,Female,2018-10-11 13:22:37,35 - 44,2018-10-11 13:22:41
PC,TRUE,2018-10-11 13:19:46,2018-10-11 13:24:56,,,2018-10-11 13:20:02,For personal work and/or research use,,,,2018-10-11 13:21:27,Not sure,2018-10-11 13:22:24,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:22:41,,,9,9,2018-10-11 13:22:50,Essential,11,2018-10-11 13:23:53,Low Priority,5,2018-10-11 13:23:28,Low Priority,2,2018-10-11 13:23:16,Low Priority,9,2018-10-11 13:23:46,High Priority,6,2018-10-11 13:23:31,Essential,10,2018-10-11 13:23:49,Low Priority,8,2018-10-11 13:23:42,Essential,1,2018-10-11 13:23:11,,,,Medium Priority,7,2018-10-11 13:23:35,Medium Priority,12,2018-10-11 13:23:55,Not a Priority,4,2018-10-11 13:23:22,Not a Priority,3,2018-10-11 13:23:19,2018-10-11 13:23:55,2 - 5 years,2018-10-11 13:24:15,R,C/C++,,Python,,,,,2018-10-11 13:24:22,Data Scientist,2018-10-11 13:24:27,2 - 3,2018-10-11 13:24:35,Not native - full working proficiency,2018-10-11 13:24:43,Male,2018-10-11 13:24:47,35 - 44,2018-10-11 13:24:55
PC,TRUE,2018-10-11 13:19:50,2018-10-11 13:22:52,,,2018-10-11 13:19:53,For personal work and/or research use,,For a training / class that I took,,2018-10-11 13:20:07,Yes,2018-10-11 13:20:17,I use tidyverse for the manipulation tools,2018-10-11 13:20:46,,,10,10,2018-10-11 13:20:51,Low Priority,7,2018-10-11 13:21:51,Medium Priority,6,2018-10-11 13:21:46,Essential,2,2018-10-11 13:21:20,Essential,3,2018-10-11 13:21:27,Essential,1,2018-10-11 13:21:12,Not a Priority,12,2018-10-11 13:22:13,Low Priority,11,2018-10-11 13:22:11,Low Priority,4,2018-10-11 13:21:35,Essential,9,2018-10-11 13:21:59,Low Priority,5,2018-10-11 13:21:43,High Priority,8,2018-10-11 13:21:53,High Priority,13,2018-10-11 13:22:17,Not a Priority,10,2018-10-11 13:22:04,2018-10-11 13:22:17,2 - 5 years,2018-10-11 13:22:23,,,,,,,,,2018-10-11 13:22:24,Data Scientist,2018-10-11 13:22:28,2 - 3,2018-10-11 13:22:39,Native,2018-10-11 13:22:44,Male,2018-10-11 13:22:48,25 - 34,2018-10-11 13:22:51
PC,TRUE,2018-10-11 13:19:53,2018-10-11 13:37:33,,,2018-10-11 13:19:55,,,,,2018-10-11 13:19:56,Yes,2018-10-11 13:34:21,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:34:31,,,10,10,2018-10-11 13:34:35,Essential,3,2018-10-11 13:34:56,Medium Priority,9,2018-10-11 13:35:12,Essential,5,2018-10-11 13:35:03,Not a Priority,12,2018-10-11 13:35:17,Essential,2,2018-10-11 13:34:55,Not a Priority,11,2018-10-11 13:35:15,Not a Priority,6,2018-10-11 13:35:05,Essential,1,2018-10-11 13:34:52,Low Priority,10,2018-10-11 13:35:13,Essential,8,2018-10-11 13:35:09,Medium Priority,4,2018-10-11 13:35:02,Not a Priority,7,2018-10-11 13:35:07,Low Priority,13,2018-10-11 13:35:20,2018-10-11 13:35:21,Less than 2 years,2018-10-11 13:36:12,R,,,,,,,,2018-10-11 13:36:17,,2018-10-11 13:36:19,4 - 6,2018-10-11 13:37:17,Native,2018-10-11 13:37:22,Male,2018-10-11 13:37:26,25 - 34,2018-10-11 13:37:32
PC,TRUE,2018-10-11 13:19:58,2018-10-11 13:23:43,,,2018-10-11 13:20:11,,,For a training / class that I took,,2018-10-11 13:20:21,No,2018-10-11 13:20:28,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:20:50,,8,,8,2018-10-11 13:20:57,,,,Medium Priority,2,2018-10-11 13:21:46,,,,,,,High Priority,3,2018-10-11 13:21:53,,,,,,,,,,Essential,1,2018-10-11 13:21:38,,,,Medium Priority,4,2018-10-11 13:21:59,,,,,,,2018-10-11 13:22:05,20 years or more,2018-10-11 13:22:23,R,,,Python,,,,,2018-10-11 13:22:58,Geomatics Engineer,2018-10-11 13:23:14,7 - 10,2018-10-11 13:23:26,Native,2018-10-11 13:23:32,Male,2018-10-11 13:23:36,55 - 64,2018-10-11 13:23:42
PC,TRUE,2018-10-11 13:20:05,2018-10-11 13:23:08,,,2018-10-11 13:20:15,For personal work and/or research use,,,,2018-10-11 13:20:27,No,2018-10-11 13:20:34,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:21:02,,7,,7,2018-10-11 13:21:09,High Priority,8,2018-10-11 13:21:57,Not a Priority,3,2018-10-11 13:21:43,Low Priority,9,2018-10-11 13:22:01,Medium Priority,2,2018-10-11 13:21:41,Medium Priority,11,2018-10-11 13:22:08,Medium Priority,1,2018-10-11 13:21:38,Low Priority,12,2018-10-11 13:22:10,Medium Priority,10,2018-10-11 13:22:06,High Priority,13,2018-10-11 13:22:13,High Priority,4,2018-10-11 13:21:48,Not a Priority,7,2018-10-11 13:21:53,Not a Priority,6,2018-10-11 13:21:52,Not a Priority,5,2018-10-11 13:21:50,2018-10-11 13:22:13,2 - 5 years,2018-10-11 13:22:22,R,,,,,,,,2018-10-11 13:22:27,Scientist,2018-10-11 13:22:46,2 - 3,2018-10-11 13:22:53,Native,2018-10-11 13:22:58,Male,2018-10-11 13:23:02,35 - 44,2018-10-11 13:23:07
PC,TRUE,2018-10-11 13:20:14,2018-10-11 13:27:26,,,2018-10-11 13:20:22,,,,for a class that I taught,2018-10-11 13:20:53,Yes,2018-10-11 13:22:02,was specifically teaching a workshop on using tidyverse packages,2018-10-11 13:22:48,,,10,10,2018-10-11 13:22:53,Not a Priority,13,2018-10-11 13:24:00,Not a Priority,11,2018-10-11 13:23:53,Medium Priority,12,2018-10-11 13:23:57,Essential,15,2018-10-11 13:24:05,Essential,17,2018-10-11 13:24:07,Medium Priority,8,2018-10-11 13:23:39,Not a Priority,4,2018-10-11 13:23:26,Not a Priority,2,2018-10-11 13:23:14,High Priority,9,2018-10-11 13:23:49,High Priority,19,2018-10-11 13:25:13,Not a Priority,1,2018-10-11 13:23:08,Not a Priority,10,2018-10-11 13:23:52,Not a Priority,3,2018-10-11 13:23:21,2018-10-11 13:25:16,Less than 2 years,2018-10-11 13:26:18,R,,,Python,,,,,2018-10-11 13:26:26,library staff,2018-10-11 13:26:36,7 - 10,2018-10-11 13:27:08,Native,2018-10-11 13:27:14,Female,2018-10-11 13:27:17,35 - 44,2018-10-11 13:27:24
PC,TRUE,2018-10-11 13:20:21,2018-10-11 13:24:05,,,2018-10-11 13:20:25,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:20:52,No,2018-10-11 13:21:38,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:21:54,,,10,10,2018-10-11 13:22:00,Low Priority,7,2018-10-11 13:22:42,Medium Priority,4,2018-10-11 13:22:32,Low Priority,12,2018-10-11 13:22:55,High Priority,3,2018-10-11 13:22:29,Medium Priority,5,2018-10-11 13:22:34,Medium Priority,11,2018-10-11 13:22:53,Low Priority,6,2018-10-11 13:22:38,High Priority,8,2018-10-11 13:22:45,Medium Priority,10,2018-10-11 13:22:50,High Priority,1,2018-10-11 13:22:19,Medium Priority,2,2018-10-11 13:22:25,Medium Priority,9,2018-10-11 13:22:47,,,,2018-10-11 13:22:55,13 - 19 years,2018-10-11 13:23:07,Scala,,,,,,,Other,2018-10-11 13:23:26,Researcher,2018-10-11 13:23:35,7 - 10,2018-10-11 13:23:45,Not native - full working proficiency,2018-10-11 13:23:54,Male,2018-10-11 13:23:59,35 - 44,2018-10-11 13:24:04
PC,FALSE,2018-10-11 13:20:36,,,,2018-10-11 13:20:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 13:20:37,,,,2018-10-11 13:20:42,For personal work and/or research use,,,,2018-10-11 13:21:03,No,2018-10-11 13:21:12,I saw a recommendation for the package,2018-10-11 13:23:25,,7,,7,2018-10-11 13:23:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:20:44,2018-10-11 13:23:45,,,2018-10-11 13:20:50,For personal work and/or research use,,,,2018-10-11 13:20:58,Yes,2018-10-11 13:21:37,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:21:52,,,10,10,2018-10-11 13:21:57,High Priority,2,2018-10-11 13:22:28,,,,Medium Priority,3,2018-10-11 13:22:37,,,,Low Priority,4,2018-10-11 13:22:44,,,,,,,Essential,1,2018-10-11 13:22:25,,,,,,,,,,Not a Priority,5,2018-10-11 13:22:46,,,,2018-10-11 13:22:46,2 - 5 years,2018-10-11 13:22:56,Perl,,,,,,,Other,2018-10-11 13:23:13,Data Scientist,2018-10-11 13:23:18,2 - 3,2018-10-11 13:23:25,Not native - sufficient working proficiency,2018-10-11 13:23:36,Male,2018-10-11 13:23:40,35 - 44,2018-10-11 13:23:44
PC,FALSE,2018-10-11 13:20:51,,,,2018-10-11 13:21:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-11 13:20:52,,,,2018-10-11 13:21:25,,,For a training / class that I took,,2018-10-11 13:21:37,Yes,2018-10-11 13:21:53,,2018-10-11 13:21:55,,7,,7,2018-10-11 13:22:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,TRUE,2018-10-11 13:20:54,2018-10-11 13:24:21,,,2018-10-11 13:21:00,For personal work and/or research use,,,,2018-10-11 13:21:12,No,2018-10-11 13:21:37,"I didn't choose to use the package, it was included implicitly / unintentionally",2018-10-11 13:22:07,,,10,10,2018-10-11 13:22:16,Not a Priority,14,2018-10-11 13:23:26,Not a Priority,11,2018-10-11 13:23:15,Medium Priority,9,2018-10-11 13:23:09,Not a Priority,2,2018-10-11 13:22:44,Medium Priority,10,2018-10-11 13:23:11,Medium Priority,1,2018-10-11 13:22:40,Medium Priority,4,2018-10-11 13:22:52,Essential,13,2018-10-11 13:23:20,Low Priority,3,2018-10-11 13:22:49,Low Priority,7,2018-10-11 13:23:04,,,,Not a Priority,12,2018-10-11 13:23:17,Not a Priority,5,2018-10-11 13:22:55,2018-10-11 13:23:26,Less than 2 years,2018-10-11 13:23:35,R,,,,,,,,2018-10-11 13:23:41,Data Scientist,2018-10-11 13:23:45,4 - 6,2018-10-11 13:23:59,Not native - limited working proficiency,2018-10-11 13:24:12,Male,2018-10-11 13:24:16,25 - 34,2018-10-11 13:24:20
PC,FALSE,2018-10-11 13:21:44,,,,2018-10-11 13:21:52,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:24:13,No,2018-10-11 13:24:23,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:24:55,,,10,10,2018-10-11 13:25:01,,,,,,,,,,,,,Medium Priority,1,2018-10-11 13:25:27,,,,,,,High Priority,4,2018-10-11 13:25:48,Low Priority,2,2018-10-11 13:25:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:21:57,2018-10-11 13:30:01,,,2018-10-11 13:22:36,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:23:02,No,2018-10-11 13:23:46,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:25:15,,8,,8,2018-10-11 13:25:26,,,,,,,,,,,,,Medium Priority,2,2018-10-11 13:27:14,,,,,,,Essential,1,2018-10-11 13:26:24,,,,Low Priority,3,2018-10-11 13:28:29,,,,,,,,,,2018-10-11 13:28:36,13 - 19 years,2018-10-11 13:29:03,R,C/C++,,Python,,,,,2018-10-11 13:29:16,Data Scientist,2018-10-11 13:29:21,4 - 6,2018-10-11 13:29:40,Not native - full working proficiency,2018-10-11 13:29:50,Male,2018-10-11 13:29:54,35 - 44,2018-10-11 13:29:59
PC,FALSE,2018-10-11 13:22:07,,,,2018-10-11 13:22:13,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:22:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-11 13:22:20,,,,2018-10-11 13:22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-11 13:22:27,2018-10-11 13:24:24,,,2018-10-11 13:22:31,,"For a wider audience, such as developers of other packages or other software",,,2018-10-11 13:22:38,No,2018-10-11 13:22:45,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:22:59,,,10,10,2018-10-11 13:23:03,,,,,,,,,,,,,,,,,,,,,,Essential,2,2018-10-11 13:23:22,,,,,,,,,,,,,,,,2018-10-11 13:23:31,13 - 19 years,2018-10-11 13:23:42,MatLab,,,Python,Javascript,,,Other,2018-10-11 13:23:55,Data Scientist,2018-10-11 13:23:59,11 - 15,2018-10-11 13:24:08,Not native - full working proficiency,2018-10-11 13:24:13,Male,2018-10-11 13:24:17,45 - 54,2018-10-11 13:24:22
Phone,TRUE,2018-10-11 13:22:45,2018-10-11 13:27:52,,,2018-10-11 13:23:56,For personal work and/or research use,,,,2018-10-11 13:24:12,No,2018-10-11 13:24:29,"The core ""data.frame"" object lacked functionality that I needed",2018-10-11 13:25:00,,,9,9,2018-10-11 13:25:06,Not a Priority,9,2018-10-11 13:26:13,Not a Priority,10,2018-10-11 13:26:17,Medium Priority,7,2018-10-11 13:26:04,Low Priority,13,2018-10-11 13:26:30,High Priority,12,2018-10-11 13:26:25,Not a Priority,2,2018-10-11 13:25:48,Not a Priority,4,2018-10-11 13:25:57,Low Priority,11,2018-10-11 13:26:20,High Priority,8,2018-10-11 13:26:08,Medium Priority,6,2018-10-11 13:26:01,Not a Priority,15,2018-10-11 13:26:36,Not a Priority,14,2018-10-11 13:26:33,Not a Priority,1,2018-10-11 13:25:45,2018-10-11 13:26:36,Less than 2 years,2018-10-11 13:26:58,R,,,Python,,,,,2018-10-11 13:27:05,Data Scientist,2018-10-11 13:27:09,2 - 3,2018-10-11 13:27:22,Not native - sufficient working proficiency,2018-10-11 13:27:37,Male,2018-10-11 13:27:41,18 - 24,2018-10-11 13:27:50
